Time,imu0_ax,imu0_ay,imu0_az,imu1_ax,imu1_ay,imu1_az,imu2_ax,imu2_ay,imu2_az,imu3_ax,imu3_ay,imu3_az,Gesture
10,-20,20,-2.99,-20,-20,-18.31,-20,-20,-19.58,-20,-20,20,Forward
11,-20,20,-1.44,-20,-20,-18.16,-20,-20,-19.54,-20,-20,20,Forward
12,-20,20,0.11,-20,-20,-18.01,-20,-20,-19.5,-20,-20,20,Forward
13,-20,20,1.65,-20,-20,-17.85,-20,-20,-19.46,-20,-20,20,Forward
14,-20,20,3.2,-20,-20,-17.7,-20,-20,-19.43,-20,-20,20,Forward
15,-20,20,4.75,-20,-20,-17.55,-20,-20,-19.39,-20,-20,20,Forward
16,-20,20,6.29,-20,-20,-17.4,-20,-20,-19.35,-20,-20,20,Forward
17,-20,20,7.84,-20,-20,-17.24,-20,-20,-19.31,-20,-20,20,Forward
18,-20,20,9.39,-20,-20,-17.09,-20,-20,-19.27,-20,-20,20,Forward
19,-20,20,10.93,-20,-20,-16.94,-20,-20,-19.23,-20,-20,20,Forward
20,-20,20,12.48,-20,-20,-16.78,-20,-20,-19.2,-20,-20,20,Forward
21,-20,20,14.03,-20,-20,-16.63,-20,-20,-19.16,-20,-20,20,Forward
22,-20,20,15.57,-20,-20,-16.48,-20,-20,-19.12,-20,-20,20,Forward
23,-20,20,17.12,-20,-20,-16.32,-20,-20,-19.08,-20,-20,20,Forward
24,-20,20,18.67,-20,-20,-16.17,-20,-20,-19.04,-20,-20,20,Forward
25,-20,20,20,-20,-20,-16.02,-20,-20,-19,-20,-20,20,Forward
26,-20,20,20,-20,-20,-15.86,-20,-20,-18.97,-20,-20,20,Forward
27,-20,20,20,-20,-20,-15.71,-20,-20,-18.93,-20,-20,20,Forward
28,-20,20,20,-20,-20,-15.56,-20,-20,-18.89,-20,-20,20,Forward
29,-20,20,20,-20,-20,-15.4,-20,-20,-18.85,-20,-20,20,Forward
30,-19.75,-6.44,-18.45,-20,-20,-19.85,-20,-20,-19.96,-20,-20,-13.61,Forward
31,-19.82,2.57,-16.91,-20,-20,-19.69,-20,-20,-19.92,-20,-20,-7.22,Forward
32,-19.9,11.57,-15.36,-20,-20,-19.54,-20,-20,-19.89,-20,-20,-0.84,Forward
33,-19.98,20,-13.81,-20,-20,-19.39,-20,-20,-19.85,-20,-20,5.55,Forward
34,-20,20,-12.27,-20,-20,-19.23,-20,-20,-19.81,-20,-20,11.94,Forward
35,-20,20,-10.72,-20,-20,-19.08,-20,-20,-19.77,-20,-20,18.33,Forward
36,-20,20,-9.17,-20,-20,-18.93,-20,-20,-19.73,-20,-20,20,Forward
37,-20,20,-7.63,-20,-20,-18.77,-20,-20,-19.69,-20,-20,20,Forward
38,-20,20,-6.08,-20,-20,-18.62,-20,-20,-19.66,-20,-20,20,Forward
39,-20,20,-4.53,-20,-20,-18.47,-20,-20,-19.62,-20,-20,20,Forward
40,-20,20,-2.99,-20,-20,-18.31,-20,-20,-19.58,-20,-20,20,Forward
41,-20,20,-1.44,-20,-20,-18.16,-20,-20,-19.54,-20,-20,20,Forward
42,-20,20,0.11,-20,-20,-18.01,-20,-20,-19.5,-20,-20,20,Forward
43,-20,20,1.65,-20,-20,-17.85,-20,-20,-19.46,-20,-20,20,Forward
44,-20,20,3.2,-20,-20,-17.7,-20,-20,-19.43,-20,-20,20,Forward
45,-20,20,4.75,-20,-20,-17.55,-20,-20,-19.39,-20,-20,20,Forward
46,-20,20,6.29,-20,-20,-17.4,-20,-20,-19.35,-20,-20,20,Forward
47,-20,20,7.84,-20,-20,-17.24,-20,-20,-19.31,-20,-20,20,Forward
48,-20,20,9.39,-20,-20,-17.09,-20,-20,-19.27,-20,-20,20,Forward
49,-20,20,10.93,-20,-20,-16.94,-20,-20,-19.23,-20,-20,20,Forward
0,-19.75,-6.44,-18.45,-20,-20,-19.85,-20,-20,-19.96,-20,-20,-13.61,Left
1,-19.82,2.57,-16.91,-20,-20,-19.69,-20,-20,-19.92,-20,-20,-7.22,Left
2,-19.9,11.57,-15.36,-20,-20,-19.54,-20,-20,-19.89,-20,-20,-0.84,Left
3,-19.98,20,-13.81,-20,-20,-19.39,-20,-20,-19.85,-20,-20,5.55,Left
4,-20,20,-12.27,-20,-20,-19.23,-20,-20,-19.81,-20,-20,11.94,Left
5,-20,20,-10.72,-20,-20,-19.08,-20,-20,-19.77,-20,-20,18.33,Left
6,-20,20,-9.17,-20,-20,-18.93,-20,-20,-19.73,-20,-20,20,Left
7,-20,20,-7.63,-20,-20,-18.77,-20,-20,-19.69,-20,-20,20,Left
8,-20,20,-6.08,-20,-20,-18.62,-20,-20,-19.66,-20,-20,20,Left
9,-20,20,-4.53,-20,-20,-18.47,-20,-20,-19.62,-20,-20,20,Left
10,-20,20,-2.99,-20,-20,-18.31,-20,-20,-19.58,-20,-20,20,Left
11,-20,20,-1.44,-20,-20,-18.16,-20,-20,-19.54,-20,-20,20,Left
12,-20,20,0.11,-20,-20,-18.01,-20,-20,-19.5,-20,-20,20,Left
13,-20,20,1.65,-20,-20,-17.85,-20,-20,-19.46,-20,-20,20,Left
14,-20,20,3.2,-20,-20,-17.7,-20,-20,-19.43,-20,-20,20,Left
15,-20,20,4.75,-20,-20,-17.55,-20,-20,-19.39,-20,-20,20,Left
16,-20,20,6.29,-20,-20,-17.4,-20,-20,-19.35,-20,-20,20,Left
17,-20,20,7.84,-20,-20,-17.24,-20,-20,-19.31,-20,-20,20,Left
18,-20,20,9.39,-20,-20,-17.09,-20,-20,-19.27,-20,-20,20,Left
19,-20,20,10.93,-20,-20,-16.94,-20,-20,-19.23,-20,-20,20,Left
20,-20,20,12.48,-20,-20,-16.78,-20,-20,-19.2,-20,-20,20,Left
21,-20,20,14.03,-20,-20,-16.63,-20,-20,-19.16,-20,-20,20,Left
22,-20,20,15.57,-20,-20,-16.48,-20,-20,-19.12,-20,-20,20,Left
23,-20,20,17.12,-20,-20,-16.32,-20,-20,-19.08,-20,-20,20,Left
24,-20,20,18.67,-20,-20,-16.17,-20,-20,-19.04,-20,-20,20,Left
25,-20,20,20,-20,-20,-16.02,-20,-20,-19,-20,-20,20,Left
26,-20,20,20,-20,-20,-15.86,-20,-20,-18.97,-20,-20,20,Left
27,-20,20,20,-20,-20,-15.71,-20,-20,-18.93,-20,-20,20,Left
28,-20,20,20,-20,-20,-15.56,-20,-20,-18.89,-20,-20,20,Left
29,-20,20,20,-20,-20,-15.4,-20,-20,-18.85,-20,-20,20,Left
30,-19.75,-6.44,-18.45,-20,-20,-19.85,-20,-20,-19.96,-20,-20,-13.61,Left
31,-19.82,2.57,-16.91,-20,-20,-19.69,-20,-20,-19.92,-20,-20,-7.22,Left
32,-19.9,11.57,-15.36,-20,-20,-19.54,-20,-20,-19.89,-20,-20,-0.84,Left
33,-19.98,20,-13.81,-20,-20,-19.39,-20,-20,-19.85,-20,-20,5.55,Left
34,-20,20,-12.27,-20,-20,-19.23,-20,-20,-19.81,-20,-20,11.94,Left
35,-20,20,-10.72,-20,-20,-19.08,-20,-20,-19.77,-20,-20,18.33,Left
36,-20,20,-9.17,-20,-20,-18.93,-20,-20,-19.73,-20,-20,20,Left
37,-20,20,-7.63,-20,-20,-18.77,-20,-20,-19.69,-20,-20,20,Left
38,-20,20,-6.08,-20,-20,-18.62,-20,-20,-19.66,-20,-20,20,Left
39,-20,20,-4.53,-20,-20,-18.47,-20,-20,-19.62,-20,-20,20,Left
40,-20,20,-2.99,-20,-20,-18.31,-20,-20,-19.58,-20,-20,20,Left
41,-20,20,-1.44,-20,-20,-18.16,-20,-20,-19.54,-20,-20,20,Left
42,-20,20,0.11,-20,-20,-18.01,-20,-20,-19.5,-20,-20,20,Left
43,-20,20,1.65,-20,-20,-17.85,-20,-20,-19.46,-20,-20,20,Left
44,-20,20,3.2,-20,-20,-17.7,-20,-20,-19.43,-20,-20,20,Left
45,-20,20,4.75,-20,-20,-17.55,-20,-20,-19.39,-20,-20,20,Left
46,-20,20,6.29,-20,-20,-17.4,-20,-20,-19.35,-20,-20,20,Left
47,-20,20,7.84,-20,-20,-17.24,-20,-20,-19.31,-20,-20,20,Left
48,-20,20,9.39,-20,-20,-17.09,-20,-20,-19.27,-20,-20,20,Left
49,-20,20,10.93,-20,-20,-16.94,-20,-20,-19.23,-20,-20,20,Left
0,-19.75,-6.44,-18.45,-20,-20,-19.85,-20,-20,-19.96,-20,-20,-13.61,Right
1,-19.82,2.57,-16.91,-20,-20,-19.69,-20,-20,-19.92,-20,-20,-7.22,Right
2,-19.9,11.57,-15.36,-20,-20,-19.54,-20,-20,-19.89,-20,-20,-0.84,Right
3,-19.98,20,-13.81,-20,-20,-19.39,-20,-20,-19.85,-20,-20,5.55,Right
4,-20,20,-12.27,-20,-20,-19.23,-20,-20,-19.81,-20,-20,11.94,Right
5,-20,20,-10.72,-20,-20,-19.08,-20,-20,-19.77,-20,-20,18.33,Right
6,-20,20,-9.17,-20,-20,-18.93,-20,-20,-19.73,-20,-20,20,Right
7,-20,20,-7.63,-20,-20,-18.77,-20,-20,-19.69,-20,-20,20,Right
8,-20,20,-6.08,-20,-20,-18.62,-20,-20,-19.66,-20,-20,20,Right
9,-20,20,-4.53,-20,-20,-18.47,-20,-20,-19.62,-20,-20,20,Right
10,-20,20,-2.99,-20,-20,-18.31,-20,-20,-19.58,-20,-20,20,Right
11,-20,20,-1.44,-20,-20,-18.16,-20,-20,-19.54,-20,-20,20,Right
12,-20,20,0.11,-20,-20,-18.01,-20,-20,-19.5,-20,-20,20,Right
13,-20,20,1.65,-20,-20,-17.85,-20,-20,-19.46,-20,-20,20,Right
14,-20,20,3.2,-20,-20,-17.7,-20,-20,-19.43,-20,-20,20,Right
15,-20,20,4.75,-20,-20,-17.55,-20,-20,-19.39,-20,-20,20,Right
16,-20,20,6.29,-20,-20,-17.4,-20,-20,-19.35,-20,-20,20,Right
17,-20,20,7.84,-20,-20,-17.24,-20,-20,-19.31,-20,-20,20,Right
18,-20,20,9.39,-20,-20,-17.09,-20,-20,-19.27,-20,-20,20,Right
19,-20,20,10.93,-20,-20,-16.94,-20,-20,-19.23,-20,-20,20,Right
20,-20,20,12.48,-20,-20,-16.78,-20,-20,-19.2,-20,-20,20,Right
21,-20,20,14.03,-20,-20,-16.63,-20,-20,-19.16,-20,-20,20,Right
22,-20,20,15.57,-20,-20,-16.48,-20,-20,-19.12,-20,-20,20,Right
23,-20,20,17.12,-20,-20,-16.32,-20,-20,-19.08,-20,-20,20,Right
24,-20,20,18.67,-20,-20,-16.17,-20,-20,-19.04,-20,-20,20,Right
25,-20,20,20,-20,-20,-16.02,-20,-20,-19,-20,-20,20,Right
26,-20,20,20,-20,-20,-15.86,-20,-20,-18.97,-20,-20,20,Right
27,-20,20,20,-20,-20,-15.71,-20,-20,-18.93,-20,-20,20,Right
28,-20,20,20,-20,-20,-15.56,-20,-20,-18.89,-20,-20,20,Right
29,-20,20,20,-20,-20,-15.4,-20,-20,-18.85,-20,-20,20,Right
30,-19.75,-6.44,-18.45,-20,-20,-19.85,-20,-20,-19.96,-20,-20,-13.61,Right
31,-19.82,2.57,-16.91,-20,-20,-19.69,-20,-20,-19.92,-20,-20,-7.22,Right
32,-19.9,11.57,-15.36,-20,-20,-19.54,-20,-20,-19.89,-20,-20,-0.84,Right
33,-19.98,20,-13.81,-20,-20,-19.39,-20,-20,-19.85,-20,-20,5.55,Right
34,-20,20,-12.27,-20,-20,-19.23,-20,-20,-19.81,-20,-20,11.94,Right
35,-20,20,-10.72,-20,-20,-19.08,-20,-20,-19.77,-20,-20,18.33,Right
36,-20,20,-9.17,-20,-20,-18.93,-20,-20,-19.73,-20,-20,20,Right
37,-20,20,-7.63,-20,-20,-18.77,-20,-20,-19.69,-20,-20,20,Right
38,-20,20,-6.08,-20,-20,-18.62,-20,-20,-19.66,-20,-20,20,Right
39,-20,20,-4.53,-20,-20,-18.47,-20,-20,-19.62,-20,-20,20,Right
40,-20,20,-2.99,-20,-20,-18.31,-20,-20,-19.58,-20,-20,20,Right
41,-20,20,-1.44,-20,-20,-18.16,-20,-20,-19.54,-20,-20,20,Right
42,-20,20,0.11,-20,-20,-18.01,-20,-20,-19.5,-20,-20,20,Right
43,-20,20,1.65,-20,-20,-17.85,-20,-20,-19.46,-20,-20,20,Right
44,-20,20,3.2,-20,-20,-17.7,-20,-20,-19.43,-20,-20,20,Right
45,-20,20,4.75,-20,-20,-17.55,-20,-20,-19.39,-20,-20,20,Right
46,-20,20,6.29,-20,-20,-17.4,-20,-20,-19.35,-20,-20,20,Right
47,-20,20,7.84,-20,-20,-17.24,-20,-20,-19.31,-20,-20,20,Right
48,-20,20,9.39,-20,-20,-17.09,-20,-20,-19.27,-20,-20,20,Right
49,-20,20,10.93,-20,-20,-16.94,-20,-20,-19.23,-20,-20,20,Right
0,-0.08,20,20,-4.97,4.9,20,-4.94,2.89,20,-4.56,4.46,20,Up
1,-0.15,20,20,-7.59,4.9,20,-7.47,1.89,20,-7.01,4.16,20,Up
2,-0.23,20,20,-10.21,4.9,20,-10,0.88,20,-9.46,3.85,20,Up
3,-0.31,20,20,-12.83,4.9,20,-12.53,-0.12,20,-11.91,3.54,20,Up
4,-0.38,20,20,-15.45,4.9,20,-15.05,-1.13,20,-14.37,3.24,20,Up
5,-0.46,20,20,-18.07,4.9,20,-17.58,-2.14,20,-16.82,2.93,20,Up
6,-0.54,20,20,-20,4.9,20,-20,-3.14,20,-19.27,2.62,20,Up
7,-0.61,20,20,-20,4.9,20,-20,-4.15,20,-20,2.32,20,Up
8,-0.69,20,20,-20,4.9,20,-20,-5.15,20,-20,2.01,20,Up
9,-0.77,20,20,-20,4.9,20,-20,-6.16,20,-20,1.7,20,Up
10,-0.84,20,20,-20,4.9,20,-20,-7.16,20,-20,1.4,20,Up
11,-0.92,20,20,-20,4.9,20,-20,-8.17,20,-20,1.09,20,Up
12,-1,20,20,-20,4.9,20,-20,-9.17,20,-20,0.79,20,Up
13,-1.07,20,20,-20,4.9,20,-20,-10.18,20,-20,0.48,20,Up
14,-1.15,20,20,-20,4.9,20,-20,-11.19,20,-20,0.17,20,Up
15,-1.23,20,20,-20,4.9,20,-20,-12.19,20,-20,-0.13,20,Up
16,-1.3,20,20,-20,4.9,20,-20,-13.2,20,-20,-0.44,20,Up
17,-1.38,20,20,-20,4.9,20,-20,-14.2,20,-20,-0.75,20,Up
18,-1.46,20,20,-20,4.9,20,-20,-15.21,20,-20,-1.05,20,Up
19,-1.53,20,20,-20,4.9,20,-20,-16.21,20,-20,-1.36,20,Up
20,-1.61,20,20,-20,4.9,20,-20,-17.22,20,-20,-1.67,20,Up
21,-1.69,20,20,-20,4.9,20,-20,-18.22,20,-20,-1.97,20,Up
22,-1.76,20,20,-20,4.9,20,-20,-19.23,20,-20,-2.28,20,Up
23,-1.84,20,20,-20,4.9,20,-20,-20,20,-20,-2.59,20,Up
24,-1.92,20,20,-20,4.9,20,-20,-20,20,-20,-2.89,20,Up
25,-1.99,20,20,-20,4.9,20,-20,-20,20,-20,-3.2,20,Up
26,-2.07,20,20,-20,4.9,20,-20,-20,20,-20,-3.51,20,Up
27,-2.15,20,20,-20,4.9,20,-20,-20,20,-20,-3.81,20,Up
28,-2.22,20,20,-20,4.9,20,-20,-20,20,-20,-4.12,20,Up
29,-2.3,20,20,-20,4.9,20,-20,-20,20,-20,-4.42,20,Up
30,19.92,20,20,17.38,2.55,20,17.47,0.5,20,17.55,1.9,20,Up
31,19.85,20,20,14.76,2.55,20,14.94,-0.51,20,15.1,1.59,20,Up
32,19.77,20,20,12.14,2.55,20,12.42,-1.51,20,12.64,1.28,20,Up
33,19.69,20,20,9.52,2.55,20,9.89,-2.52,20,10.19,0.98,20,Up
34,19.62,20,20,6.9,2.55,20,7.36,-3.52,20,7.74,0.67,20,Up
35,19.54,20,20,4.28,2.55,20,4.83,-4.53,20,5.29,0.36,20,Up
36,19.46,20,20,1.66,2.55,20,2.3,-5.54,20,2.84,0.06,20,Up
37,19.39,20,20,-0.95,2.55,20,-0.23,-6.54,20,0.39,-0.25,20,Up
38,19.31,20,20,-3.57,2.55,20,-2.75,-7.55,20,-2.07,-0.56,20,Up
39,19.23,20,20,-6.19,2.55,20,-5.28,-8.55,20,-4.52,-0.86,20,Up
40,19.16,20,20,-8.81,2.55,20,-7.81,-9.56,20,-6.97,-1.17,20,Up
41,19.08,20,20,-11.43,2.55,20,-10.34,-10.56,20,-9.42,-1.47,20,Up
42,19,20,20,-14.05,2.55,20,-12.87,-11.57,20,-11.87,-1.78,20,Up
43,18.93,20,20,-16.67,2.55,20,-15.4,-12.57,20,-14.32,-2.09,20,Up
44,18.85,20,20,-19.29,2.55,20,-17.92,-13.58,20,-16.78,-2.39,20,Up
45,18.77,20,20,-20,2.55,20,-20,-14.59,20,-19.23,-2.7,20,Up
46,18.7,20,20,-20,2.55,20,-20,-15.59,20,-20,-3.01,20,Up
47,18.62,20,20,-20,2.55,20,-20,-16.6,20,-20,-3.31,20,Up
48,18.54,20,20,-20,2.55,20,-20,-17.6,20,-20,-3.62,20,Up
49,18.47,20,20,-20,2.55,20,-20,-18.61,20,-20,-3.93,20,Up
0,18.54,-2.57,0.1,9.57,-5.61,0.33,18.65,-1.39,0.01,20,0,2.51,Backward
1,20,-6.45,2.64,19.14,-11.21,0.65,20,-2.78,0.03,20,-0.07,3.82,Backward
2,20,-10.34,5.19,20,-16.82,0.98,20,-4.17,0.04,20,-0.15,5.13,Backward
3,20,-14.23,7.74,20,-20,1.3,20,-5.55,0.06,20,-0.23,6.44,Backward
4,20,-18.12,10.29,20,-20,1.63,20,-6.94,0.07,20,-0.3,7.74,Backward
5,20,-20,12.83,20,-20,1.95,20,-8.33,0.09,20,-0.38,9.05,Backward
6,20,-20,15.38,20,-20,2.28,20,-9.72,0.1,20,-0.45,10.36,Backward
7,20,-20,17.93,20,-20,2.6,20,-11.11,0.11,20,-0.53,11.66,Backward
8,20,-20,20,20,-20,2.93,20,-12.5,0.13,20,-0.61,12.97,Backward
9,20,-20,20,20,-20,3.26,20,-13.89,0.14,20,-0.68,14.28,Backward
10,20,-20,20,20,-20,3.58,20,-15.28,0.16,20,-0.76,15.59,Backward
11,20,-20,20,20,-20,3.91,20,-16.66,0.17,20,-0.84,16.89,Backward
12,20,-20,20,20,-20,4.23,20,-18.05,0.19,20,-0.91,18.2,Backward
13,20,-20,20,20,-20,4.56,20,-19.44,0.2,20,-0.99,19.51,Backward
14,20,-20,20,20,-20,4.88,20,-20,0.22,20,-1.07,20,Backward
15,20,-20,20,20,-20,5.21,20,-20,0.23,20,-1.14,20,Backward
16,20,-20,20,20,-20,5.54,20,-20,0.24,20,-1.22,20,Backward
17,20,-20,20,20,-20,5.86,20,-20,0.26,20,-1.3,20,Backward
18,20,-20,20,20,-20,6.19,20,-20,0.27,20,-1.37,20,Backward
19,20,-20,20,20,-20,6.51,20,-20,0.29,20,-1.45,20,Backward
20,20,-20,20,20,-20,6.84,20,-20,0.3,20,-1.53,20,Backward
21,20,-20,20,20,-20,7.16,20,-20,0.32,20,-1.6,20,Backward
22,20,-20,20,20,-20,7.49,20,-20,0.33,20,-1.68,20,Backward
23,20,-20,20,20,-20,7.81,20,-20,0.34,20,-1.76,20,Backward
24,20,-20,20,20,-20,8.14,20,-20,0.36,20,-1.83,20,Backward
25,20,-20,20,20,-20,8.47,20,-20,0.37,20,-1.91,20,Backward
26,20,-20,20,20,-20,8.79,20,-20,0.39,20,-1.99,20,Backward
27,20,-20,20,20,-20,9.12,20,-20,0.4,20,-2.06,20,Backward
28,20,-20,20,20,-20,9.44,20,-20,0.42,20,-2.14,20,Backward
29,20,-20,20,20,-20,9.77,20,-20,0.43,20,-2.22,20,Backward
30,15.97,-2.2,-0.65,9.57,-5.61,0.33,18.65,-1.39,0.01,20,0,2.51,Backward
31,20,-6.09,1.9,19.14,-11.21,0.65,20,-2.78,0.03,20,-0.07,3.82,Backward
32,20,-9.98,4.44,20,-16.82,0.98,20,-4.17,0.04,20,-0.15,5.13,Backward
33,20,-13.87,6.99,20,-20,1.3,20,-5.55,0.06,20,-0.23,6.44,Backward
34,20,-17.76,9.54,20,-20,1.63,20,-6.94,0.07,20,-0.3,7.74,Backward
35,20,-20,12.09,20,-20,1.95,20,-8.33,0.09,20,-0.38,9.05,Backward
36,20,-20,14.63,20,-20,2.28,20,-9.72,0.1,20,-0.45,10.36,Backward
37,20,-20,17.18,20,-20,2.6,20,-11.11,0.11,20,-0.53,11.66,Backward
38,20,-20,19.73,20,-20,2.93,20,-12.5,0.13,20,-0.61,12.97,Backward
39,20,-20,20,20,-20,3.26,20,-13.89,0.14,20,-0.68,14.28,Backward
40,20,-20,20,20,-20,3.58,20,-15.28,0.16,20,-0.76,15.59,Backward
41,20,-20,20,20,-20,3.91,20,-16.66,0.17,20,-0.84,16.89,Backward
42,20,-20,20,20,-20,4.23,20,-18.05,0.19,20,-0.91,18.2,Backward
43,20,-20,20,20,-20,4.56,20,-19.44,0.2,20,-0.99,19.51,Backward
44,20,-20,20,20,-20,4.88,20,-20,0.22,20,-1.07,20,Backward
45,20,-20,20,20,-20,5.21,20,-20,0.23,20,-1.14,20,Backward
46,20,-20,20,20,-20,5.54,20,-20,0.24,20,-1.22,20,Backward
47,20,-20,20,20,-20,5.86,20,-20,0.26,20,-1.3,20,Backward
48,20,-20,20,20,-20,6.19,20,-20,0.27,20,-1.37,20,Backward
49,20,-20,20,20,-20,6.51,20,-20,0.29,20,-1.45,20,Backward
50,20,-20,20,20,-20,6.84,20,-20,0.3,20,-1.53,20,Backward
51,20,-20,20,20,-20,7.16,20,-20,0.32,20,-1.6,20,Backward
52,20,-20,20,20,-20,7.49,20,-20,0.33,20,-1.68,20,Backward
53,20,-20,20,20,-20,7.81,20,-20,0.34,20,-1.76,20,Backward
54,20,-20,20,20,-20,8.14,20,-20,0.36,20,-1.83,20,Backward
55,20,-20,20,20,-20,8.47,20,-20,0.37,20,-1.91,20,Backward
56,20,-20,20,20,-20,8.79,20,-20,0.39,20,-1.99,20,Backward
57,20,-20,20,20,-20,9.12,20,-20,0.4,20,-2.06,20,Backward
58,20,-20,20,20,-20,9.44,20,-20,0.42,20,-2.14,20,Backward
59,20,-20,20,20,-20,9.77,20,-20,0.43,20,-2.22,20,Backward
0,15.94,-7.09,4.64,9.57,-5.61,0.33,18.65,-1.39,0.01,18.66,-0.08,1.31,Down
1,20,-10.98,7.18,19.14,-11.21,0.65,20,-2.78,0.03,20,-0.15,2.61,Down
2,20,-14.86,9.73,20,-16.82,0.98,20,-4.17,0.04,20,-0.23,3.92,Down
3,20,-18.75,12.28,20,-20,1.3,20,-5.55,0.06,20,-0.31,5.23,Down
4,20,-20,14.83,20,-20,1.63,20,-6.94,0.07,20,-0.38,6.54,Down
5,20,-20,17.37,20,-20,1.95,20,-8.33,0.09,20,-0.46,7.84,Down
6,20,-20,19.92,20,-20,2.28,20,-9.72,0.1,20,-0.54,9.15,Down
7,20,-20,20,20,-20,2.6,20,-11.11,0.11,20,-0.61,10.46,Down
8,20,-20,20,20,-20,2.93,20,-12.5,0.13,20,-0.69,11.77,Down
9,20,-20,20,20,-20,3.26,20,-13.89,0.14,20,-0.77,13.07,Down
10,20,-20,20,20,-20,3.58,20,-15.28,0.16,20,-0.84,14.38,Down
11,20,-20,20,20,-20,3.91,20,-16.66,0.17,20,-0.92,15.69,Down
12,20,-20,20,20,-20,4.23,20,-18.05,0.19,20,-1,16.99,Down
13,20,-20,20,20,-20,4.56,20,-19.44,0.2,20,-1.07,18.3,Down
14,20,-20,20,20,-20,4.88,20,-20,0.22,20,-1.15,19.61,Down
15,20,-20,20,20,-20,5.21,20,-20,0.23,20,-1.23,20,Down
16,20,-20,20,20,-20,5.54,20,-20,0.24,20,-1.3,20,Down
17,20,-20,20,20,-20,5.86,20,-20,0.26,20,-1.38,20,Down
18,20,-20,20,20,-20,6.19,20,-20,0.27,20,-1.46,20,Down
19,20,-20,20,20,-20,6.51,20,-20,0.29,20,-1.53,20,Down
20,20,-20,20,20,-20,6.84,20,-20,0.3,20,-1.61,20,Down
21,20,-20,20,20,-20,7.16,20,-20,0.32,20,-1.69,20,Down
22,20,-20,20,20,-20,7.49,20,-20,0.33,20,-1.76,20,Down
23,20,-20,20,20,-20,7.81,20,-20,0.34,20,-1.84,20,Down
24,20,-20,20,20,-20,8.14,20,-20,0.36,20,-1.92,20,Down
25,20,-20,20,20,-20,8.47,20,-20,0.37,20,-1.99,20,Down
26,20,-20,20,20,-20,8.79,20,-20,0.39,20,-2.07,20,Down
27,20,-20,20,20,-20,9.12,20,-20,0.4,20,-2.15,20,Down
28,20,-20,20,20,-20,9.44,20,-20,0.42,20,-2.22,20,Down
29,20,-20,20,20,-20,9.77,20,-20,0.43,20,-2.3,20,Down
30,15.63,-7.16,4.48,9.57,-5.61,0.33,18.65,-1.39,0.01,18.66,-0.08,1.31,Down
31,20,-11.05,7.03,19.14,-11.21,0.65,20,-2.78,0.03,20,-0.15,2.61,Down
32,20,-14.94,9.58,20,-16.82,0.98,20,-4.17,0.04,20,-0.23,3.92,Down
33,20,-18.83,12.12,20,-20,1.3,20,-5.55,0.06,20,-0.31,5.23,Down
34,20,-20,14.67,20,-20,1.63,20,-6.94,0.07,20,-0.38,6.54,Down
35,20,-20,17.22,20,-20,1.95,20,-8.33,0.09,20,-0.46,7.84,Down
36,20,-20,19.77,20,-20,2.28,20,-9.72,0.1,20,-0.54,9.15,Down
37,20,-20,20,20,-20,2.6,20,-11.11,0.11,20,-0.61,10.46,Down
38,20,-20,20,20,-20,2.93,20,-12.5,0.13,20,-0.69,11.77,Down
39,20,-20,20,20,-20,3.26,20,-13.89,0.14,20,-0.77,13.07,Down
40,20,-20,20,20,-20,3.58,20,-15.28,0.16,20,-0.84,14.38,Down
41,20,-20,20,20,-20,3.91,20,-16.66,0.17,20,-0.92,15.69,Down
42,20,-20,20,20,-20,4.23,20,-18.05,0.19,20,-1,16.99,Down
43,20,-20,20,20,-20,4.56,20,-19.44,0.2,20,-1.07,18.3,Down
44,20,-20,20,20,-20,4.88,20,-20,0.22,20,-1.15,19.61,Down
45,20,-20,20,20,-20,5.21,20,-20,0.23,20,-1.23,20,Down
46,20,-20,20,20,-20,5.54,20,-20,0.24,20,-1.3,20,Down
47,20,-20,20,20,-20,5.86,20,-20,0.26,20,-1.38,20,Down
48,20,-20,20,20,-20,6.19,20,-20,0.27,20,-1.46,20,Down
49,20,-20,20,20,-20,6.51,20,-20,0.29,20,-1.53,20,Down
50,20,-20,20,20,-20,6.84,20,-20,0.3,20,-1.61,20,Down
51,20,-20,20,20,-20,7.16,20,-20,0.32,20,-1.69,20,Down
52,20,-20,20,20,-20,7.49,20,-20,0.33,20,-1.76,20,Down
53,20,-20,20,20,-20,7.81,20,-20,0.34,20,-1.84,20,Down
54,20,-20,20,20,-20,8.14,20,-20,0.36,20,-1.92,20,Down
55,20,-20,20,20,-20,8.47,20,-20,0.37,20,-1.99,20,Down
56,20,-20,20,20,-20,8.79,20,-20,0.39,20,-2.07,20,Down
57,20,-20,20,20,-20,9.12,20,-20,0.4,20,-2.15,20,Down
58,20,-20,20,20,-20,9.44,20,-20,0.42,20,-2.22,20,Down
59,20,-20,20,20,-20,9.77,20,-20,0.43,20,-2.3,20,Down
0,13.26,-5.08,1.38,9.57,-5.61,0.33,18.65,-1.39,0.01,20,0,2.51,Forward
1,20,-8.96,3.93,19.14,-11.21,0.65,20,-2.78,0.03,20,-0.07,3.82,Forward
2,20,-12.85,6.47,20,-16.82,0.98,20,-4.17,0.04,20,-0.15,5.13,Forward
3,20,-16.74,9.02,20,-20,1.3,20,-5.55,0.06,20,-0.23,6.44,Forward
